epoch,step,train_loss,validation_loss
0,5,0.7196890115737915,
0,6,,0.7215136885643005
1,11,0.7214844226837158,
1,13,,0.7215136885643005
2,17,0.7247764468193054,
2,20,,0.7166357040405273
3,23,0.7215273380279541,
3,27,,0.7166357040405273
4,29,0.7214248776435852,
4,34,,0.7119715213775635
5,35,0.725665271282196,
5,41,0.8649232983589172,
5,41,,0.7119715213775635
6,47,0.7217254638671875,
6,48,,0.7075455784797668
7,53,0.7176001071929932,
7,55,,0.7075455784797668
8,59,0.7126100659370422,
8,62,,0.7036750912666321
9,65,0.7041385769844055,
9,69,,0.7036750912666321
10,71,0.7115282416343689,
10,76,,0.7002819776535034
11,77,0.7046590447425842,
11,83,0.6784891486167908,
11,83,,0.7002819776535034
12,89,0.7092149257659912,
12,90,,0.6969733238220215
13,95,0.7040691375732422,
13,97,,0.6969733238220215
14,101,0.7060261964797974,
14,104,,0.693242073059082
15,107,0.6931120753288269,
15,111,,0.693242073059082
16,113,0.705189049243927,
16,118,,0.6894981265068054
17,119,0.6882768869400024,
17,125,0.6912596225738525,
17,125,,0.6894981265068054
18,131,0.6959816813468933,
18,132,,0.6858875751495361
19,137,0.6921391487121582,
19,139,,0.6858875751495361
20,143,0.690116286277771,
20,146,,0.6819971203804016
21,149,0.6863933205604553,
21,153,,0.6819971203804016
22,155,0.6855347156524658,
22,160,,0.6780915856361389
23,161,0.6903408169746399,
23,167,0.7177385687828064,
23,167,,0.6780915856361389
24,173,0.6903147101402283,
24,174,,0.6741597652435303
25,179,0.6918453574180603,
25,181,,0.6741597652435303
26,185,0.6820490956306458,
26,188,,0.6702527403831482
27,191,0.6746527552604675,
27,195,,0.6702527403831482
28,197,0.67951899766922,
28,202,,0.6660062670707703
29,203,0.674052894115448,
29,209,0.6976138949394226,
29,209,,0.6660062670707703
30,215,0.670579731464386,
30,216,,0.6616870164871216
31,221,0.6663947701454163,
31,223,,0.6616870164871216
32,227,0.6629336476325989,
32,230,,0.6574245691299438
33,233,0.6692102551460266,
33,237,,0.6574245691299438
34,239,0.6617991328239441,
34,244,,0.6540363430976868
35,245,0.6551991105079651,
35,251,0.6494553089141846,
35,251,,0.6540363430976868
36,257,0.6552937626838684,
36,258,,0.6499625444412231
37,263,0.6586077809333801,
37,265,,0.6499625444412231
38,269,0.6625743508338928,
38,272,,0.6458902955055237
39,275,0.6442205309867859,
39,279,,0.6458902955055237
40,281,0.6418735980987549,
40,286,,0.6415736675262451
41,287,0.6492629647254944,
41,293,0.6660510897636414,
41,293,,0.6415736675262451
42,299,0.6538143157958984,
42,300,,0.6375418901443481
43,305,0.6368597745895386,
43,307,,0.6375418901443481
44,311,0.6433382630348206,
44,314,,0.6345018744468689
45,317,0.6394596099853516,
45,321,,0.6345018744468689
46,323,0.6450209617614746,
46,328,,0.6310868263244629
47,329,0.651825487613678,
47,335,0.7144902348518372,
47,335,,0.6310868263244629
48,341,0.6468378901481628,
48,342,,0.6285809278488159
49,347,0.6324882507324219,
49,349,,0.6285809278488159
50,353,0.6212969422340393,
50,356,,0.6256325244903564
51,359,0.6392823457717896,
51,363,,0.6256325244903564
52,365,0.6381492614746094,
52,370,,0.6226945519447327
53,371,0.6305238008499146,
53,377,0.5649479031562805,
53,377,,0.6226945519447327
54,383,0.6139683723449707,
54,384,,0.6203104257583618
55,389,0.6218369007110596,
55,391,,0.6203104257583618
56,395,0.6251246333122253,
56,398,,0.6186360716819763
57,401,0.6270440220832825,
57,405,,0.6186360716819763
58,407,0.6192414164543152,
58,412,,0.6169695854187012
59,413,0.6255817413330078,
59,419,0.5332123041152954,
59,419,,0.6169695854187012
60,425,0.618577241897583,
60,426,,0.6154075860977173
61,431,0.6183573007583618,
61,433,,0.6154075860977173
62,437,0.623550534248352,
62,440,,0.6142069101333618
63,443,0.6248596906661987,
63,447,,0.6142069101333618
64,449,0.6047457456588745,
64,454,,0.6127345561981201
65,455,0.6121270656585693,
65,461,0.46056726574897766,
65,461,,0.6127345561981201
66,467,0.6248478293418884,
66,468,,0.6113794445991516
67,473,0.6076200008392334,
67,475,,0.6113794445991516
68,479,0.6208761930465698,
68,482,,0.609992265701294
69,485,0.6211353540420532,
69,489,,0.609992265701294
70,491,0.6087765097618103,
70,496,,0.6081423759460449
71,497,0.6223143935203552,
71,503,0.678098738193512,
71,503,,0.6081423759460449
72,509,0.6110885739326477,
72,510,,0.6064437031745911
73,515,0.6277444362640381,
73,517,,0.6064437031745911
74,521,0.6084626317024231,
74,524,,0.604780912399292
75,527,0.6093456745147705,
75,531,,0.604780912399292
76,533,0.6093567609786987,
76,538,,0.6030469536781311
77,539,0.6006397008895874,
77,545,0.4659935534000397,
77,545,,0.6030469536781311
78,551,0.5889233946800232,
78,552,,0.6009271740913391
79,557,0.5995108485221863,
79,559,,0.6009271740913391
80,563,0.5944846272468567,
80,566,,0.5992097854614258
81,569,0.5991197228431702,
81,573,,0.5992097854614258
82,575,0.5808494687080383,
82,580,,0.5974103212356567
83,581,0.6006200909614563,
83,587,0.6912844777107239,
83,587,,0.5974103212356567
84,593,0.6258894801139832,
84,594,,0.5955953001976013
85,599,0.5846415758132935,
85,601,,0.5955953001976013
86,605,0.5926641821861267,
86,608,,0.594157874584198
87,611,0.5730639100074768,
87,615,,0.594157874584198
88,617,0.5775263905525208,
88,622,,0.5924001336097717
89,623,0.6075857281684875,
89,629,0.647860586643219,
89,629,,0.5924001336097717
90,635,0.5855607390403748,
90,636,,0.5905283093452454
91,641,0.5928210616111755,
91,643,,0.5905283093452454
92,647,0.590251088142395,
92,650,,0.588407039642334
93,653,0.5997551679611206,
93,657,,0.588407039642334
94,659,0.5754892826080322,
94,664,,0.5857464075088501
95,665,0.5712078213691711,
95,671,0.8351778388023376,
95,671,,0.5857464075088501
96,677,0.5753688812255859,
96,678,,0.5837349891662598
97,683,0.591865599155426,
97,685,,0.5837349891662598
98,689,0.5838894844055176,
98,692,,0.5816141366958618
99,695,0.5831208825111389,
99,699,,0.5816141366958618
100,701,0.546917736530304,
